trade_id,trade_date,settle_date,security_id,side,quantity,price,counterparty,book
T101427,2026-04-18,2026-04-28,TSLA,BUY,7906,154.48,UBS,EQ-NY
T101428,2026-04-19,2026-04-27,HSBA.L,SELL,3023,431.68,UBS,EQ-HK
T101429,2026-04-24,2026-04-27,GOOG,SELL,5101,190.39,Barclays,EQ-NY
T101430,2026-04-18,2026-04-27,BAC,BUY,908,231.05,Morgan Stanley,EQ-HK
T101431,2026-04-24,2026-04-26,JPM,BUY,7576,94.88,Morgan Stanley,EQ-NY
T101432,2026-04-18,2026-04-26,MSFT,BUY,6063,116.45,Morgan Stanley,EQ-LDN
T101433,2026-04-25,2026-04-27,MSFT,BUY,6035,173.94,Citi,EQ-NY
T101434,2026-04-17,2026-04-28,HSBA.L,SELL,4330,72.01,Goldman Sachs,EQ-LDN
T101435,2026-04-18,2026-04-26,BAC,SELL,427,136.86,Goldman Sachs,EQ-NY
T101436,2026-04-19,2026-04-28,VOD.L,SELL,782,234.02,Citi,EQ-LDN
T101437,2026-04-18,2026-04-27,VOD.L,SELL,223,220.98,JP Morgan,EQ-LDN
T101438,2026-04-22,2026-04-27,BAC,SELL,853,139.41,Citi,EQ-LDN
T101439,2026-04-25,2026-04-28,GS,SELL,8214,86.2,UBS,EQ-LDN
T101440,2026-04-19,2026-04-26,HSBA.L,SELL,1706,193.17,Citi,EQ-LDN
T101441,2026-04-21,2026-04-28,TSLA,BUY,6625,385.41,Goldman Sachs,EQ-NY
T101442,2026-04-19,2026-04-28,AAPL,SELL,3678,279.54,UBS,EQ-NY
T101443,2026-04-22,2026-04-27,BAC,BUY,4766,476.06,Citi,EQ-NY
T101444,2026-04-17,2026-04-26,GS,BUY,7308,112.95,Morgan Stanley,EQ-HK
T101445,2026-04-25,2026-04-28,MSFT,BUY,9760,143.29,Goldman Sachs,EQ-LDN
T101446,2026-04-21,2026-04-26,VOD.L,SELL,2945,176.13,UBS,EQ-HK
T101447,2026-04-22,2026-04-27,GOOG,SELL,3038,55.85,Goldman Sachs,EQ-LDN
T101448,2026-04-22,2026-04-26,HSBA.L,BUY,6419,474.52,Morgan Stanley,EQ-LDN
T101449,2026-04-26,2026-04-27,VOD.L,SELL,2527,250.41,Morgan Stanley,EQ-NY
T101450,2026-04-25,2026-04-26,TSLA,SELL,8456,266.74,Morgan Stanley,EQ-HK
T101451,2026-04-19,2026-04-28,GS,BUY,9801,121.04,JP Morgan,EQ-LDN
T101452,2026-04-24,2026-04-27,MSFT,BUY,8256,442.71,Citi,EQ-NY
T101453,2026-04-17,2026-04-28,TSLA,SELL,7007,361.68,UBS,EQ-HK
T101454,2026-04-24,2026-04-27,AAPL,BUY,7832,244.11,JP Morgan,EQ-HK
T101455,2026-04-19,2026-04-26,AMZN,BUY,5986,445.09,Barclays,EQ-LDN
T101456,2026-04-19,2026-04-26,GOOG,BUY,9492,457.46,Barclays,EQ-LDN
T101457,2026-04-25,2026-04-27,AAPL,SELL,5268,72.27,Goldman Sachs,EQ-NY
T101458,2026-04-19,2026-04-27,HSBA.L,SELL,3381,103.7,Goldman Sachs,EQ-HK
T101459,2026-04-26,2026-04-27,VOD.L,BUY,8910,62.43,Goldman Sachs,EQ-HK
T101460,2026-04-21,2026-04-26,JPM,BUY,2812,311.78,JP Morgan,EQ-LDN
T101461,2026-04-19,2026-04-27,JPM,SELL,5054,148.07,Citi,EQ-NY
T101462,2026-04-24,2026-04-27,MSFT,SELL,3823,430.22,Morgan Stanley,EQ-HK
T101463,2026-04-19,2026-04-28,BAC,SELL,1786,259.66,Goldman Sachs,EQ-LDN
T101464,2026-04-26,2026-04-27,VOD.L,SELL,7540,426.97,Goldman Sachs,EQ-HK
T101465,2026-04-18,2026-04-28,JPM,SELL,1706,300.02,Citi,EQ-HK
T101466,2026-04-18,2026-04-28,GS,SELL,9645,408.28,Barclays,EQ-HK
T101467,2026-04-22,2026-04-28,AMZN,BUY,4339,217.33,Morgan Stanley,EQ-NY
T101468,2026-04-17,2026-04-26,MSFT,BUY,8910,475.43,JP Morgan,EQ-NY
T101469,2026-04-23,2026-04-28,GOOG,BUY,5203,350.22,Citi,EQ-NY
T101470,2026-04-21,2026-04-27,AAPL,SELL,8645,317.97,Morgan Stanley,EQ-NY
T101471,2026-04-20,2026-04-26,AAPL,BUY,380,208.56,Barclays,EQ-HK
T101472,2026-04-22,2026-04-26,JPM,BUY,5032,471.73,JP Morgan,EQ-NY
T101473,2026-04-17,2026-04-26,MSFT,BUY,3650,201.98,UBS,EQ-LDN
T101474,2026-04-18,2026-04-26,JPM,BUY,2059,426.14,Goldman Sachs,EQ-LDN
T101475,2026-04-24,2026-04-26,AAPL,BUY,489,231.94,JP Morgan,EQ-LDN
T101476,2026-04-20,2026-04-26,HSBA.L,BUY,5283,395.23,Barclays,EQ-LDN
T101477,2026-04-17,2026-04-26,TSLA,BUY,3967,460.35,Morgan Stanley,EQ-LDN
T101478,2026-04-17,2026-04-28,VOD.L,SELL,4460,259.52,JP Morgan,EQ-LDN
T101479,2026-04-22,2026-04-27,MSFT,BUY,2153,286.76,Barclays,EQ-HK
T101480,2026-04-20,2026-04-27,GS,BUY,5108,198.65,Citi,EQ-NY
T101481,2026-04-25,2026-04-28,JPM,SELL,8459,74.61,JP Morgan,EQ-LDN
T101482,2026-04-23,2026-04-28,JPM,BUY,6416,343.62,Goldman Sachs,EQ-LDN
T101483,2026-04-25,2026-04-26,BAC,SELL,2266,103.84,Citi,EQ-NY
T101484,2026-04-20,2026-04-26,AMZN,BUY,8206,209.33,Morgan Stanley,EQ-NY
T101485,2026-04-25,2026-04-28,GOOG,SELL,6372,207.27,Citi,EQ-HK
T101486,2026-04-26,2026-04-26,JPM,BUY,286,117.95,Morgan Stanley,EQ-LDN
T101487,2026-04-18,2026-04-27,GS,BUY,5282,350.02,JP Morgan,EQ-LDN
T101488,2026-04-26,2026-04-27,GOOG,BUY,9589,128.57,Citi,EQ-LDN
T101489,2026-04-19,2026-04-26,AMZN,BUY,2745,400.25,Barclays,EQ-HK
T101490,2026-04-25,2026-04-26,BAC,BUY,1316,162.18,Goldman Sachs,EQ-NY
T101491,2026-04-19,2026-04-26,JPM,SELL,4727,179.28,Goldman Sachs,EQ-HK
T101492,2026-04-24,2026-04-27,GOOG,BUY,1305,204.68,JP Morgan,EQ-HK
T101493,2026-04-21,2026-04-26,GOOG,SELL,6803,118.74,UBS,EQ-LDN
T101494,2026-04-24,2026-04-28,HSBA.L,BUY,327,245.42,Citi,EQ-NY
T101495,2026-04-20,2026-04-26,GOOG,BUY,2713,86.15,JP Morgan,EQ-LDN
T101496,2026-04-17,2026-04-28,AAPL,BUY,2459,242.2,Citi,EQ-HK
T101497,2026-04-18,2026-04-26,AMZN,SELL,7411,202.96,Goldman Sachs,EQ-HK
T101498,2026-04-25,2026-04-26,GS,SELL,7058,202.22,Citi,EQ-NY
T101499,2026-04-22,2026-04-27,BAC,SELL,349,347.3,Morgan Stanley,EQ-NY
T101500,2026-04-21,2026-04-28,AMZN,SELL,2372,396.06,JP Morgan,EQ-NY
T101501,2026-04-23,2026-04-28,TSLA,SELL,6138,210.2,JP Morgan,EQ-LDN
T101502,2026-04-23,2026-04-28,AAPL,BUY,3118,168.7495,Morgan Stanley,EQ-HK
T101503,2026-04-23,2026-04-27,BAC,BUY,2315,272.46,Citi,EQ-NY
T101504,2026-04-25,2026-04-28,TSLA,SELL,2257,404.47,JP Morgan,EQ-NY
T101505,2026-04-23,2026-04-27,GOOG,SELL,1896,340.06,Barclays,EQ-NY
T101506,2026-04-26,2026-04-26,AMZN,BUY,3344,67.1,Morgan Stanley,EQ-LDN
T101507,2026-04-21,2026-04-26,GS,BUY,8146,265.97,Morgan Stanley,EQ-LDN
T101508,2026-04-26,2026-04-28,BAC,SELL,396,495.93,Citi,EQ-LDN
T101509,2026-04-17,2026-04-26,VOD.L,SELL,2027,208.91,Morgan Stanley,EQ-LDN
T101510,2026-04-21,2026-04-26,TSLA,BUY,2356,248.32,Goldman Sachs,EQ-NY
T101511,2026-04-26,2026-04-28,HSBA.L,SELL,7521,179.33,JP Morgan,EQ-HK
T101512,2026-04-21,2026-04-26,AAPL,BUY,5301,273.96,UBS,EQ-HK
T101513,2026-04-17,2026-04-28,AAPL,SELL,1557,122.41,JP Morgan,EQ-NY
T101514,2026-04-19,2026-04-28,HSBA.L,SELL,3646,161.16,JP Morgan,EQ-HK
T101515,2026-04-25,2026-04-26,AAPL,BUY,7461,370.28,Goldman Sachs,EQ-LDN
T101516,2026-04-25,2026-04-26,MSFT,BUY,3764,112.23,Barclays,EQ-LDN
T101517,2026-04-23,2026-04-26,MSFT,SELL,9881,466.76,Barclays,EQ-LDN
T101518,2026-04-24,2026-04-26,BAC,BUY,7754,188.58,Goldman Sachs,EQ-NY
T101519,2026-04-23,2026-04-26,VOD.L,SELL,195,308.76,Goldman Sachs,EQ-LDN
T101520,2026-04-20,2026-04-27,GS,SELL,4032,194.82,Goldman Sachs,EQ-LDN
T101521,2026-04-26,2026-04-26,GOOG,BUY,9651,265.11,JP Morgan,EQ-LDN
T101522,2026-04-21,2026-04-27,MSFT,BUY,7012,456.71,Goldman Sachs,EQ-HK
T101523,2026-04-24,2026-04-28,TSLA,BUY,6240,80.86,UBS,EQ-NY
T101524,2026-04-17,2026-04-26,HSBA.L,SELL,1839,435.35,Morgan Stanley,EQ-NY
T101525,2026-04-20,2026-04-26,AMZN,BUY,1452,300.91,Barclays,EQ-NY
T101526,2026-04-17,2026-04-26,VOD.L,BUY,5024,349.28,Citi,EQ-HK
T101527,2026-04-25,2026-04-28,GS,BUY,5857,75.15,UBS,EQ-LDN
T101528,2026-04-25,2026-04-27,TSLA,SELL,1642,392.63,Citi,EQ-NY
T101529,2026-04-23,2026-04-27,VOD.L,BUY,5344,107.5,Barclays,EQ-NY
T101530,2026-04-26,2026-04-26,HSBA.L,BUY,930,484.17,JP Morgan,EQ-LDN
T101531,2026-04-24,2026-04-26,TSLA,BUY,1705,409.68,JP Morgan,EQ-LDN
T101532,2026-04-18,2026-04-26,HSBA.L,BUY,4745,271.79,Goldman Sachs,EQ-HK
T101533,2026-04-20,2026-04-26,GS,SELL,8037,465.88,Barclays,EQ-NY
T101534,2026-04-20,2026-04-28,AAPL,SELL,6952,126.08,JP Morgan,EQ-NY
T101535,2026-04-23,2026-04-26,GOOG,SELL,6616,496.25,JP Morgan,EQ-NY
T101536,2026-04-25,2026-04-28,GOOG,SELL,321,372.57,Citi,EQ-HK
T101537,2026-04-23,2026-04-26,JPM,BUY,4051,94.27,Citi,EQ-NY
T101538,2026-04-21,2026-04-27,MSFT,SELL,8822,291.47,Barclays,EQ-NY
T101539,2026-04-24,2026-04-27,BAC,BUY,6593,369.89,JP Morgan,EQ-NY
T101540,2026-04-26,2026-04-26,AMZN,SELL,9673,325.86,Goldman Sachs,EQ-HK
T101541,2026-04-19,2026-04-26,HSBA.L,BUY,4217,240.78,JP Morgan,EQ-NY
T101542,2026-04-22,2026-04-28,JPM,BUY,5508,161.66,UBS,EQ-NY
T101543,2026-04-22,2026-04-26,JPM,BUY,853,157.2,UBS,EQ-HK
T101544,2026-04-23,2026-04-26,JPM,SELL,1288,467.13,Goldman Sachs,EQ-NY
T101546,2026-04-24,2026-04-27,GS,SELL,7587,483.08,Citi,EQ-HK
T101547,2026-04-18,2026-04-28,HSBA.L,BUY,8700,144.6,JP Morgan,EQ-LDN
T101548,2026-04-22,2026-04-27,GOOG,SELL,896,222.93,UBS,EQ-LDN
T101549,2026-04-24,2026-04-28,HSBA.L,BUY,5245,55.55,UBS,EQ-NY
T101550,2026-04-26,2026-04-27,GS,SELL,6777,456.41,JP Morgan,EQ-NY
T101551,2026-04-17,2026-04-26,VOD.L,SELL,960,96.96,Barclays,EQ-NY
T101552,2026-04-21,2026-04-27,GOOG,SELL,4271,210.8,Goldman Sachs,EQ-HK
T101553,2026-04-25,2026-04-27,AAPL,SELL,8275,429.13,Barclays,EQ-HK
T101554,2026-04-24,2026-04-28,TSLA,SELL,465,406.35,Barclays,EQ-HK
T101555,2026-04-26,2026-04-28,AAPL,BUY,1614,428.68,UBS,EQ-LDN
T101556,2026-04-18,2026-04-27,BAC,SELL,5036,461.35,Morgan Stanley,EQ-HK
T101557,2026-04-19,2026-04-28,AAPL,SELL,3034,459.98,Barclays,EQ-HK
T101558,2026-04-25,2026-04-28,GOOG,SELL,9875,396.72,JP Morgan,EQ-NY
T101559,2026-04-19,2026-04-28,AAPL,BUY,598,312.09,JP Morgan,EQ-LDN
T101560,2026-04-18,2026-04-28,MSFT,SELL,1615,302.7,JP Morgan,EQ-HK
T101561,2026-04-26,2026-04-28,AAPL,SELL,9543,55.81,Morgan Stanley,EQ-NY
T101562,2026-04-22,2026-04-27,AMZN,BUY,8990,375.16,Morgan Stanley,EQ-NY
T101563,2026-04-19,2026-04-28,BAC,SELL,8216,152.0,Citi,EQ-HK
T101564,2026-04-25,2026-04-26,TSLA,BUY,8423,422.91,Goldman Sachs,EQ-LDN
T101565,2026-04-23,2026-04-27,GS,BUY,5464,299.21,Morgan Stanley,EQ-LDN
T101566,2026-04-20,2026-04-27,AMZN,SELL,190,494.26,Goldman Sachs,EQ-HK
T101567,2026-04-24,2026-04-27,AMZN,BUY,571,144.62,Citi,EQ-HK
T101568,2026-04-22,2026-04-28,AMZN,SELL,6184,375.56,JP Morgan,EQ-HK
T101569,2026-04-19,2026-04-26,GS,BUY,9557,296.39,Morgan Stanley,EQ-LDN
T101570,2026-04-17,2026-04-28,MSFT,SELL,4582,469.31,UBS,EQ-LDN
T101571,2026-04-24,2026-04-27,MSFT,BUY,5226,169.7,Citi,EQ-NY
T101572,2026-04-23,2026-04-27,GS,BUY,1211,76.75,UBS,EQ-NY
T101573,2026-04-18,2026-04-27,VOD.L,BUY,697,294.74,UBS,EQ-LDN
T101574,2026-04-20,2026-04-27,HSBA.L,SELL,9199,284.73,Morgan Stanley,EQ-NY
T101576,2026-04-23,2026-04-26,MSFT,SELL,1454,493.94,Morgan Stanley,EQ-NY
T101577,2026-04-23,2026-04-26,GOOG,SELL,7977,81.37,UBS,EQ-HK
T101578,2026-04-18,2026-04-27,GS,BUY,2489,306.28,JP Morgan,EQ-LDN
T101579,2026-04-21,2026-04-26,MSFT,SELL,4175,167.1,Barclays,EQ-NY
T101580,2026-04-18,2026-04-27,GOOG,SELL,563,50.86,JP Morgan,EQ-HK
T101581,2026-04-21,2026-04-27,HSBA.L,BUY,1172,494.53,Morgan Stanley,EQ-NY
T101582,2026-04-21,2026-04-26,AAPL,SELL,5546,266.73,Barclays,EQ-NY
T101583,2026-04-22,2026-04-27,MSFT,SELL,573,435.74,Citi,EQ-HK
T101584,2026-04-22,2026-04-26,BAC,BUY,5083,428.03,Barclays,EQ-HK
T101585,2026-04-25,2026-04-27,AAPL,BUY,1038,415.53,JP Morgan,EQ-LDN
T101586,2026-04-19,2026-04-26,AAPL,BUY,1410,256.56,UBS,EQ-NY
T101587,2026-04-19,2026-04-27,MSFT,BUY,7291,453.17,Goldman Sachs,EQ-HK
T101588,2026-04-26,2026-04-26,GOOG,SELL,2440,215.27,UBS,EQ-NY
T101589,2026-04-19,2026-04-27,BAC,SELL,3620,233.77,UBS,EQ-HK
T101590,2026-04-22,2026-04-27,GOOG,SELL,4156,165.07,Barclays,EQ-LDN
T101591,2026-04-25,2026-04-27,AMZN,BUY,1186,251.64,Morgan Stanley,EQ-HK
T101592,2026-04-25,2026-04-26,GOOG,SELL,7797,493.93,Morgan Stanley,EQ-NY
T101593,2026-04-21,2026-04-28,GOOG,BUY,7204,307.96,Barclays,EQ-NY
T101594,2026-04-18,2026-04-27,VOD.L,SELL,6832,423.99,UBS,EQ-LDN
T101595,2026-04-26,2026-04-27,JPM,BUY,359,168.5,JP Morgan,EQ-LDN
T101596,2026-04-21,2026-04-26,TSLA,SELL,1756,480.16,Citi,EQ-HK
T101597,2026-04-18,2026-04-27,JPM,SELL,6390,55.93,Goldman Sachs,EQ-HK
T101598,2026-04-19,2026-04-27,BAC,BUY,6013,468.61,UBS,EQ-NY
T101599,2026-04-21,2026-04-27,BAC,SELL,8073,454.1,UBS,EQ-HK
T101600,2026-04-24,2026-04-27,GS,SELL,691,80.31,Goldman Sachs,EQ-LDN
T101601,2026-04-19,2026-04-28,GOOG,SELL,5967,322.18,JP Morgan,EQ-HK
T101602,2026-04-18,2026-04-28,AAPL,SELL,9724,405.3768,Goldman Sachs,EQ-LDN
T101603,2026-04-26,2026-04-27,JPM,BUY,5677,231.71,Barclays,EQ-NY
T101604,2026-04-18,2026-04-27,GS,SELL,328,91.34,Goldman Sachs,EQ-HK
T101605,2026-04-21,2026-04-27,AMZN,BUY,9660,423.23,Goldman Sachs,EQ-LDN
T101606,2026-04-21,2026-04-28,TSLA,BUY,1724,259.92,UBS,EQ-HK
T101607,2026-04-23,2026-04-28,GOOG,BUY,7190,168.46,UBS,EQ-LDN
T101608,2026-04-26,2026-04-26,GS,SELL,4079,81.88,Morgan Stanley,EQ-LDN
T101609,2026-04-17,2026-04-26,JPM,BUY,839,338.08,Goldman Sachs,EQ-LDN
T101610,2026-04-19,2026-04-27,AMZN,BUY,6621,69.04,Barclays,EQ-HK
T101611,2026-04-25,2026-04-27,VOD.L,BUY,3274,405.99,Morgan Stanley,EQ-LDN
T101612,2026-04-26,2026-04-28,HSBA.L,SELL,5149,396.84,Citi,EQ-HK
T101613,2026-04-25,2026-04-27,TSLA,SELL,2747,195.32,Goldman Sachs,EQ-LDN
T101614,2026-04-26,2026-04-27,BAC,BUY,6536,262.53,UBS,EQ-LDN
T101615,2026-04-26,2026-04-28,VOD.L,BUY,5486,351.15,Barclays,EQ-HK
T101616,2026-04-18,2026-04-28,GOOG,SELL,4671,481.61,JP Morgan,EQ-HK
T101617,2026-04-26,2026-04-28,HSBA.L,BUY,6694,284.07,Morgan Stanley,EQ-HK
T101618,2026-04-23,2026-04-28,HSBA.L,SELL,7580,498.51,UBS,EQ-NY
T101619,2026-04-17,2026-04-26,TSLA,BUY,1285,196.3,JP Morgan,EQ-NY
T101620,2026-04-21,2026-04-28,AAPL,SELL,689,286.92,Goldman Sachs,EQ-NY
T101621,2026-04-20,2026-04-28,VOD.L,SELL,4317,102.03,Barclays,EQ-LDN
T101622,2026-04-25,2026-04-27,AAPL,SELL,7748,300.4,UBS,EQ-LDN
T101623,2026-04-21,2026-04-27,MSFT,BUY,1235,291.34,UBS,EQ-LDN
T101624,2026-04-20,2026-04-27,VOD.L,BUY,3520,431.97,Barclays,EQ-HK
T101625,2026-04-17,2026-04-26,AMZN,SELL,101,498.45,UBS,EQ-NY
T101626,2026-04-17,2026-04-28,GOOG,SELL,991,493.78,UBS,EQ-LDN
T101627,2026-04-25,2026-04-28,VOD.L,BUY,7982,156.34,Goldman Sachs,EQ-HK
T101628,2026-04-25,2026-04-26,VOD.L,SELL,8162,202.3,Morgan Stanley,EQ-NY
T101629,2026-04-17,2026-04-28,MSFT,BUY,3653,173.6,JP Morgan,EQ-NY
T101630,2026-04-20,2026-04-27,TSLA,SELL,6169,139.86,Citi,EQ-HK
T101631,2026-04-26,2026-04-26,TSLA,SELL,9263,117.56,Barclays,EQ-LDN
T101632,2026-04-19,2026-04-28,AMZN,BUY,7057,280.28,JP Morgan,EQ-NY
T101633,2026-04-24,2026-04-26,TSLA,BUY,4304,442.62,Barclays,EQ-LDN
T101634,2026-04-21,2026-04-26,HSBA.L,SELL,8571,315.44,Citi,EQ-LDN
T101635,2026-04-18,2026-04-28,JPM,BUY,5884,442.7,Barclays,EQ-LDN
T101636,2026-04-21,2026-04-27,MSFT,SELL,1798,481.77,UBS,EQ-LDN
T101637,2026-04-18,2026-04-28,JPM,BUY,2984,222.41,Citi,EQ-LDN
T101638,2026-04-20,2026-04-28,JPM,SELL,3679,426.05,Citi,EQ-LDN
T101639,2026-04-18,2026-04-27,MSFT,BUY,7295,73.55,Goldman Sachs,EQ-LDN
T101640,2026-04-25,2026-04-28,JPM,BUY,2351,266.48,Barclays,EQ-HK
T101641,2026-04-19,2026-04-28,JPM,SELL,4740,215.73,Citi,EQ-LDN
T101642,2026-04-19,2026-04-28,JPM,SELL,2456,142.18,JP Morgan,EQ-LDN
T101643,2026-04-25,2026-04-26,AMZN,SELL,3514,247.28,Morgan Stanley,EQ-NY
T101645,2026-04-20,2026-04-26,AMZN,SELL,5808,413.84,Citi,EQ-LDN
T101646,2026-04-23,2026-04-28,AAPL,SELL,2178,441.01,Goldman Sachs,EQ-NY
T101647,2026-04-23,2026-04-27,VOD.L,BUY,4295,345.63,Morgan Stanley,EQ-HK
T101648,2026-04-21,2026-04-26,TSLA,SELL,2814,335.02,UBS,EQ-HK
T101649,2026-04-17,2026-04-27,MSFT,SELL,7047,99.58,JP Morgan,EQ-HK
T101650,2026-04-21,2026-04-28,HSBA.L,SELL,1438,308.87,JP Morgan,EQ-NY
T101651,2026-04-17,2026-04-26,JPM,SELL,3789,173.5,Citi,EQ-HK
T101652,2026-04-24,2026-04-28,GS,BUY,6714,182.64,Barclays,EQ-HK
T101653,2026-04-18,2026-04-27,MSFT,SELL,841,92.65,Barclays,EQ-NY
T101654,2026-04-17,2026-04-26,GOOG,SELL,833,336.14,Morgan Stanley,EQ-LDN
T101655,2026-04-25,2026-04-26,MSFT,BUY,7939,312.71,UBS,EQ-LDN
T101656,2026-04-21,2026-04-26,VOD.L,BUY,1906,149.8656,Barclays,EQ-LDN
T101657,2026-04-20,2026-04-26,HSBA.L,SELL,1853,168.37,Citi,EQ-NY
T101658,2026-04-18,2026-04-27,MSFT,BUY,7458,397.85,JP Morgan,EQ-LDN
T101659,2026-04-24,2026-04-26,HSBA.L,SELL,5957,406.82,Morgan Stanley,EQ-HK
T101660,2026-04-17,2026-04-28,MSFT,BUY,1236,271.89,Barclays,EQ-LDN
T101661,2026-04-24,2026-04-26,AMZN,BUY,9774,117.05,Barclays,EQ-HK
T101662,2026-04-20,2026-04-27,AMZN,BUY,5864,75.02,Goldman Sachs,EQ-LDN
T101663,2026-04-23,2026-04-26,BAC,BUY,5309,172.16,Morgan Stanley,EQ-LDN
T101664,2026-04-19,2026-04-27,AAPL,BUY,3654,379.03,Morgan Stanley,EQ-LDN
T101665,2026-04-20,2026-04-27,MSFT,SELL,6316,320.37,Citi,EQ-NY
T101666,2026-04-22,2026-04-28,JPM,SELL,4918,373.15,UBS,EQ-LDN
T101667,2026-04-20,2026-04-26,MSFT,BUY,4666,262.29,Barclays,EQ-HK
T101668,2026-04-24,2026-04-26,GOOG,BUY,5425,389.62,Morgan Stanley,EQ-HK
T101669,2026-04-25,2026-04-26,HSBA.L,BUY,6994,266.36,Citi,EQ-LDN
T101670,2026-04-21,2026-04-28,JPM,SELL,7182,87.81,UBS,EQ-NY
T101671,2026-04-25,2026-04-28,BAC,SELL,3468,85.94,Barclays,EQ-LDN
T101672,2026-04-24,2026-04-27,HSBA.L,SELL,2729,424.18,JP Morgan,EQ-LDN
T101673,2026-04-21,2026-04-27,AMZN,BUY,7042,333.33,Goldman Sachs,EQ-HK
T101674,2026-04-22,2026-04-27,GS,SELL,8820,175.61,UBS,EQ-NY
T101675,2026-04-19,2026-04-28,JPM,BUY,4332,390.73,Goldman Sachs,EQ-HK
T101676,2026-04-18,2026-04-28,AMZN,BUY,6761,111.08,JP Morgan,EQ-NY
T101677,2026-04-24,2026-04-28,GOOG,BUY,7977,340.36,Morgan Stanley,EQ-LDN
T101678,2026-04-17,2026-04-27,JPM,BUY,9763,495.27,Barclays,EQ-HK
T101679,2026-04-24,2026-04-28,JPM,SELL,6375,117.51,Morgan Stanley,EQ-LDN
T101680,2026-04-24,2026-04-27,JPM,SELL,9659,113.88,Goldman Sachs,EQ-LDN
T101681,2026-04-21,2026-04-27,AAPL,BUY,1819,260.53,Morgan Stanley,EQ-HK
T101682,2026-04-26,2026-04-26,JPM,BUY,9333,339.2,Morgan Stanley,EQ-LDN
T101683,2026-04-20,2026-04-26,AAPL,BUY,3587,61.95,UBS,EQ-NY
T101684,2026-04-26,2026-04-26,AMZN,BUY,8275,274.85,Citi,EQ-LDN
T101685,2026-04-22,2026-04-27,BAC,BUY,5944,87.43,UBS,EQ-NY
T101686,2026-04-17,2026-04-26,AAPL,BUY,8851,158.6,JP Morgan,EQ-LDN
T101687,2026-04-19,2026-04-26,AAPL,SELL,9856,372.4329,UBS,EQ-NY
T101688,2026-04-23,2026-04-26,JPM,SELL,6575,382.49,UBS,EQ-HK
T101689,2026-04-22,2026-04-28,BAC,SELL,5969,378.38,UBS,EQ-LDN
T101690,2026-04-23,2026-04-27,JPM,BUY,6562,79.32,UBS,EQ-HK
T101691,2026-04-23,2026-04-26,AMZN,SELL,1900,404.04,Citi,EQ-HK
T101692,2026-04-19,2026-04-28,JPM,SELL,5175,244.49,JP Morgan,EQ-NY
T101693,2026-04-25,2026-04-28,TSLA,SELL,4362,263.89,UBS,EQ-LDN
T101694,2026-04-26,2026-04-28,VOD.L,SELL,246,238.86,UBS,EQ-HK
T101695,2026-04-24,2026-04-26,AMZN,SELL,3928,435.66,Goldman Sachs,EQ-LDN
T101697,2026-04-23,2026-04-27,HSBA.L,BUY,5547,275.01,JP Morgan,EQ-HK
T101698,2026-04-17,2026-04-28,HSBA.L,BUY,5114,425.43,Citi,EQ-NY
T101699,2026-04-22,2026-04-28,BAC,SELL,6047,412.41,JP Morgan,EQ-HK
T101700,2026-04-25,2026-04-28,TSLA,BUY,418,52.27,Morgan Stanley,EQ-NY
T101701,2026-04-23,2026-04-28,AAPL,SELL,5849,265.5,UBS,EQ-LDN
T101702,2026-04-25,2026-04-27,TSLA,BUY,354,69.01,Barclays,EQ-HK
T101703,2026-04-25,2026-04-26,VOD.L,SELL,9628,188.23,Morgan Stanley,EQ-HK
T101704,2026-04-23,2026-04-27,AMZN,SELL,5157,411.73,JP Morgan,EQ-LDN
T101705,2026-04-21,2026-04-27,BAC,BUY,8626,474.82,Morgan Stanley,EQ-HK
T101706,2026-04-20,2026-04-26,TSLA,BUY,4493,158.93,Barclays,EQ-NY
T101707,2026-04-17,2026-04-28,GOOG,SELL,1144,59.64,Goldman Sachs,EQ-HK
T101709,2026-04-24,2026-04-26,TSLA,BUY,2619,200.8,Citi,EQ-HK
T101710,2026-04-17,2026-04-27,BAC,BUY,1061,354.63,Citi,EQ-NY
T101711,2026-04-21,2026-04-26,GOOG,SELL,3849,272.78,Morgan Stanley,EQ-LDN
T101712,2026-04-24,2026-04-28,MSFT,BUY,4665,229.48,UBS,EQ-NY
T101713,2026-04-25,2026-04-27,AMZN,BUY,7616,153.3,Goldman Sachs,EQ-NY
T101714,2026-04-19,2026-04-28,AMZN,BUY,3205,422.82,Citi,EQ-HK
T101715,2026-04-22,2026-04-27,MSFT,BUY,689,161.78,Barclays,EQ-HK
T101716,2026-04-26,2026-04-28,JPM,SELL,2088,74.63,UBS,EQ-LDN
T101717,2026-04-24,2026-04-26,HSBA.L,SELL,3965,304.07,Barclays,EQ-HK
T101718,2026-04-17,2026-04-26,GOOG,SELL,3089,192.81,JP Morgan,EQ-NY
T101719,2026-04-19,2026-04-26,AAPL,BUY,5765,370.6,UBS,EQ-HK
T101720,2026-04-23,2026-04-28,TSLA,SELL,4641,86.39,JP Morgan,EQ-HK
T101721,2026-04-20,2026-04-27,VOD.L,SELL,2060,484.84,Goldman Sachs,EQ-LDN
T101722,2026-04-17,2026-04-27,HSBA.L,BUY,8946,134.09,Goldman Sachs,EQ-NY
T101723,2026-04-25,2026-04-27,BAC,BUY,1178,210.68,Goldman Sachs,EQ-NY
T101724,2026-04-20,2026-04-26,JPM,SELL,3174,266.43,Goldman Sachs,EQ-LDN
